6.86502692587 19.9697259036 \n
8.84649496917 22.2560694598 \n
12.9489193582 25.915976015 \n
19.207539243 29.645164165 \n
23.1117434128 32.3916536175 \n
27.1613090767 35.0079822786 \n
31.8811527412 37.6907917351 \n
35.748649463 40.04590765 \n
39.428204051 41.3571910527 \n
45.7624412787 42.4126086901 \n
49.6225965109 42.2894498975 \n
54.4129184755 42.3636965461 \n
58.9998811782 41.5897337967 \n
63.4106481305 41.3371780672 \n
68.6774327702 39.651453233 \n
73.6637725072 38.0956345721 \n
78.3637941497 35.8871023183 \n
83.8794552869 33.6148900686 \n
88.4855058626 30.8844415588 \n
92.5394764202 26.5877350444 \n
98.339987354 23.272581446 \n
102.570153662 18.4544679117 \n
107.7679283 15.072960827 \n
112.834290273 9.93033647787 \n
