0.03 8.8773896644 \n
0.06 11.4936732325 \n
0.09 13.8802830523 \n
0.12 15.1912779264 \n
0.15 17.0543457236 \n
0.18 19.0643476579 \n
0.21 21.6178632451 \n
0.24 23.9645298043 \n
0.27 26.8062074857 \n
0.3 29.9289145363 \n
0.33 32.793416938 \n
0.36 35.6579193398 \n
0.39 37.7749121506 \n
0.42 40.5067458654 \n
0.45 43.5766707502 \n
0.48 46.241456849 \n
0.51 49.5838518327 \n
0.54 52.0532012637 \n
0.57 54.1659144395 \n
0.6 56.0332618718 \n
0.63 59.6295818692 \n
0.66 61.3371562591 \n
0.69 64.5711338212 \n
0.72 68.260179245 \n
0.75 71.2487910635 \n
0.78 74.6796318386 \n
0.81 77.9007704955 \n
0.84 81.1718382282 \n
0.87 84.2260711177 \n
0.90 87.8965714562 \n
