0.03 24.0074148103 \n
0.06 26.8428382604 \n
0.09 29.1087398046 \n
0.12 30.8937747832 \n
0.15 32.755859312 \n
0.18 34.5350913956 \n
0.21 37.289403269 \n
0.24 38.4127792643 \n
0.27 40.2667397402 \n
0.3 41.3020406847 \n
0.33 42.0945871885 \n
0.36 42.8871336923 \n
0.39 43.4409877817 \n
0.42 44.1530029982 \n
0.45 43.3928237532 \n
0.48 42.4727425127 \n
0.51 41.791933976 \n
0.54 40.7102098714 \n
0.57 39.7130790806 \n
0.60 39.1261484896 \n
0.63 37.1371095135 \n
0.66 35.9800767272 \n
0.69 33.3409845579 \n
0.72 30.2899513202 \n
0.75 28.0610593507 \n
0.78 24.7672716722 \n
0.81 21.4752248622 \n
0.84 17.6113349882 \n
0.87 13.8308778491 \n
0.90 9.39224346368 \n
